V0,V1,V2
-0.23240309920903027,-0.3912507354911481,-0.27043180325199273
0.27652097520138386,0.26654151142635985,0.3119230377381836
-0.16080557939818807,-0.09360290229332571,0.0212584614442755
-0.17424215271711152,-0.22148218518001056,-0.329510340967921
-0.18699123946576182,-0.09772010823037565,-0.32997106651764
-0.34504888429301184,-0.11317394717578493,0.025229425750788778
-0.3920354474490176,-0.4291687053715231,-0.4515207832767257
-0.4940899607872806,-0.08119982796707305,-0.44682456256360253
-0.49880649305020713,-0.8371508482549421,-0.5020049161994392
-0.1231905519546425,0.35571306412250003,0.04344731338540266
-0.26383728495935266,-0.7497878465667084,-0.3220915479111813
-0.140801852222522,0.6306152336897591,0.1278036737041132
-0.42894857186526153,0.2272442913853354,-0.4334779072302021
-0.08988298939346409,-0.1571291898773127,-0.1517304380242248
-0.2034182284623818,0.029260666526716522,-0.14508070560964445
-0.300577735699431,-0.17192520095623737,-0.5173292760245082
-0.41173351268788005,-0.43807729715056914,-0.3348037464555294
-0.2514772065429587,0.1694954688297372,0.11195719344286972
-0.5590635241514037,-0.30196343043026325,-0.6622593268893724
-0.4468842766808956,0.1392525823581693,-0.2750440474280503
-0.1645380036394756,-0.4965273780145371,-0.6803107094283171
-0.3950356727914643,-0.08636488908873485,-0.11509956473270863
-0.16057418049249372,-0.4077131109147327,0.041163608688502086
-0.7999374269909576,-0.9453411639294077,-0.853334511066754
-0.5163092587295744,-0.3162800465268469,-0.6377810157082232
-0.493889986760598,-0.3988328908337346,-0.7487688186907238
-0.18954494757745438,-0.22224988233664278,-0.4146661108167681
-0.5336557284435471,0.07744491947689483,-0.1911839078056163
-0.15195247092941475,-0.0242776107819413,0.1111874509757918
-0.340658649532049,0.15267012705908597,-0.16074718912069333
0.07139260553881864,-0.03109504342854402,-0.21680048491585083
-0.2839008593775097,0.371011718586807,-0.3835667615641067
-0.21444806151685641,0.0005204047485288282,-0.09931531957200718
-0.2683016451902009,-0.008286000474640905,-0.3301472630979111
