V0,V1,V2
-1.30997540271944,-0.21038304194581356,-0.5611180390077688
-0.2861210442240232,-1.2104262627025697,-1.0005062139660885
-0.3388898418294478,-0.6606129051595737,-0.7241114128131352
-0.37217118516820685,-0.032224818984940465,-0.15185372773126868
-0.16664006193598196,-0.2831687658491116,-0.17788711486458864
-0.6175486259769335,-2.166818397435919,-2.3740815635928074
-0.8033905254496646,0.10786864163699002,0.3798503396871347
0.13214175552116184,-1.3511789819454971,-1.4332539465188996
-0.6822239972707721,-0.7884134848539743,-0.5854900273845488
-1.2292328421886165,0.02125327245236337,0.16973058583356312
-0.36614818471132704,1.2286884127298032,1.0680786128697421
0.1020042143913093,0.932167823072786,0.7716521319837568
-0.25765251325229,-0.5883169027849847,-0.6730811590803231
-0.2877609621836723,0.11546463347611526,-0.10774468670940829
-0.30502755368668943,-0.4225305428920495,-0.5850875370495043
-0.42773676432386076,-1.1667573182871513,-1.230967894703249
-0.1028117601493131,-1.3245163625736105,-1.3240381835428097
-0.552542750946852,0.9067454940403041,0.8198898071085792
-0.7957765924678696,-1.5032354008769693,-1.4743410371272458
-0.40889487281333103,0.6610196982508961,0.6261688256888666
-0.6184881580880583,0.013630199057645205,0.01498404690237628
-0.36402817890038625,0.09802348893421889,0.18530144826602735
-0.25387014822255455,0.6540629509909138,0.5388496732701357
-1.0569125572503935,-0.8023701308910849,-0.5775633808600453
-1.1055043034732555,0.4964795510102221,0.5605555501353902
0.45670178264847583,0.0867305790629281,0.38022753843243473
-0.6940219998736551,1.4943579355018437,1.5059450874036533
-0.40155889733904077,-2.22508437804617,-2.3134121511894152
-0.5464045866045704,0.424972906097682,0.429635246867847
-0.24542674675698964,0.5856515283857406,0.314415364254794
-1.3346585436479905,-0.014609873005296883,0.07295277367664911
-0.09912894852502886,2.10718386089255,2.340118500615616
-1.4344254499261169,1.9325489582683364,2.0744875804568608
-0.38587601575804376,0.993543622283693,0.8736945115040952
-0.04634980116610015,0.7509420296780518,0.6386418161593319
-0.6783977457159414,-1.6760577920371134,-1.5284173599050068
-0.4223316587545502,-2.468781022282931,-2.4851318777524436
-0.621872843520276,-0.58948947334725,-0.5202629199855001
-1.244424762247033,-0.23360641720441924,-0.02792942248752138
-0.6354583737533208,0.8874220259019896,1.0119927218369906
0.5139266966518974,-0.1918618839141635,0.07973116717058518
-1.7846756662778385,-0.32197526269147014,-0.2886712225265223
-0.08429070764727525,1.2087319318989973,1.3168091793164234
-0.7290289768398337,-0.8421896161076302,-0.9647202898714762
-0.015606649496153261,-0.8739950285613275,-0.890063120137297
-0.7146719093681795,-1.30884033069681,-1.5211719589464865
-1.0565694127638354,0.5718966059181826,0.6157540023712761
0.13506605728403934,0.3496876681103728,0.3324365850799182
-0.7589236045164658,-1.8823378749467767,-1.9515832238258646
0.12919900643139662,0.5090691478934082,0.43008108420111096
-0.7633263363376888,0.043004202813904664,0.19996734419468107
-0.5238502065590921,0.11746526387146754,0.05408737166055449
0.24306770816210557,-0.6596551578268427,-0.9355927085703918
0.3298419327161955,-0.5816848259451373,-0.5829772535814634
-0.7541631259828457,-0.5940335374148437,-0.25566261255639877
-0.19362556236530495,-1.1706080396131728,-1.1628293132277379
0.008371108964900537,0.5676729277844268,0.5084548445898287
-1.3596022348011552,-1.1761416278262862,-1.1073344851961573
-0.7342489072030671,0.5092076839613293,0.5122105252599808
-0.8266431119975609,-2.7168421143027457,-2.8201556742669505
-0.6991679415427775,0.8289670352468442,0.8893119193954772
-0.8163657810264155,-0.7959045287041163,-0.9333130456800921
-1.2534852260344491,0.7142459201254452,0.5813694555523511
-0.9138638891963955,2.536050496991852,2.5277673567771686
-0.2816394821094437,0.4161297704420402,0.5425201347056137
-1.111623436309483,2.430752937073022,2.5511109774216325
-0.5344538066288693,-0.5063893839398048,-0.4459572985946762
0.5210930174527436,-0.41815598833470924,-0.44456238657495856
-0.641667510312997,-0.30033670064413576,-0.05565780101842061
-0.3327562908493098,1.1876996647364446,1.1326079169691454
-1.4656331522036854,0.06608854588289866,0.16677900468766207
-0.7973829245533078,0.18048126294206276,0.119401750138702
-0.6818073753953148,-1.740569141523473,-1.593080607321648
-0.3052481035277476,-0.9861135207217165,-0.7110838168319833
-1.7985972460985584,-1.4239149881478852,-1.4645156277470313
-1.4570510368119343,0.1152449054178723,0.3064254393636715
-0.1793070369584235,-0.4533608731306434,-0.6019372298131861
-0.7599089000883988,-0.7774596280468631,-0.8720040324033028
-0.7370787812528676,-0.8356019340297708,-0.6603707148995654
-1.3183522290093759,-0.38387297892885663,-0.27006764775219216
-0.06894701830763149,0.17639436027897448,0.36760072382103165
-0.26898606446513657,-1.6911257370662245,-1.546964697353611
-0.38668182666331374,-0.8807912409849639,-0.8778867152128554
0.04373983598235491,1.5140711744700466,1.401534910878
-1.1549182947613137,-0.27453726482884955,-0.09761347883020427
-1.5146451809806685,-0.5021357816949915,-0.7319267140199983
-0.5738580165199868,1.1764114824434262,1.454258968200803
0.3380711197377661,1.0103981903693748,0.9434680804476103
-2.2397031168688195,-1.0046338434193747,-0.9047229707643466
-1.3210979019386908,-0.8581976226692639,-1.1098794114548267
-1.3667805517476659,-0.7666112643145419,-0.9258747032919187
-0.5546359912810966,-1.7487519560513627,-1.7467573868618653
-0.08085502629395179,-0.5362812543932831,-0.6388192429298348
-0.7734207242684553,-0.03506863782551664,-0.12974927558097404
-0.25042988084160356,-0.41486894162791754,-0.43137667523397105
-0.9064914437860342,-1.9365638808706847,-2.1006011322066023
-0.6631446839207439,-0.1291389920346673,0.08348190343159217
0.11860703585934033,0.28797951742584943,0.4612770602302187
-0.5212842082832977,-0.09206195774011165,-0.13929958508492704
-0.44638008335281626,-0.7522130607352768,-0.719832224038241
-0.9640598514341012,-1.1580652988260647,-1.2274564628641014
-0.08445527143487334,-1.3237653652972365,-1.5114236988997654
-0.7985263642052784,0.3604500753520905,0.10141437847235464
-0.952209597554823,-1.8423562580123385,-1.8963083020477618
-0.5125361569984257,-0.7162525144669396,-0.8835411418303933
-0.1168919580385586,2.2256655554632996,2.11006931940344
-0.5047659984955077,-0.10638871583120921,-0.20729983242025657
0.13329771535401197,1.7281536385263223,1.5509021466954174
-1.397283257319733,1.5031815245763198,1.262632547295965
-1.4656184932286298,-1.0904635273005492,-0.8733467745209955
0.22735647689695754,0.639578127106174,0.7768703649540609
-1.8762267050167998,1.999395742656148,1.8944599768655406
-1.8057941433893347,-1.5206928418379033,-1.7441733512542803
-0.6228723331570524,0.2659540578183271,0.1384177700535849
-1.073080024530477,0.6184091391828368,0.6787715431564605
-1.1616757056541678,0.1843622786305054,0.3551093103040642
-1.416627205407674,0.40178077630104825,0.586971966052005
-0.5480504745722552,0.17328599686355745,0.22009059654290425
-0.577976218406293,0.33623657448585065,0.1718378051031235
-1.1201006274697674,0.1960412445643974,0.18874209644916565
-1.1712116090899272,0.31487715097249375,0.2611248546368161
-1.060382148685825,0.6231163881355467,0.6179011603141614
